name,enabled,n_phases,n_conds,base_freq,terminal1,terminal2,base_kv,per_unit,angle,src_frequency,z_spec_type,mva_sc3,mva_sc1,i_sc3,i_sc1,r1,x1,r2,x2,r0,x0,x1r1,x0r0,scan_type,sequence_type,spectrum
source,true,3,3,60,sourcebus,,67,1,0,60,z1_z0,27388.50887956981,27414.95615843984,236011.387676449,236239.28832682138,0.0518,0.1555,0.0518,0.1555,0.0518,0.155,4,3,positive,positive,defaultvsource
